Codice Univoco Submisura;Descrizione Submisura;Numero seriale ;Titolo Bando o Avviso;CIG;Soggetto emanante;Codice Fiscale;Importo complessivo gara;Importo previsto PNRR;Importo previsto altri fondi;Data apertura bando;Data chiusura effettiva bando;Fino ad esaurimento risorse;Stato del Bando;Link al bando;Numero richieste;Numero partecipanti;Importo totale interventi-progetti proposti;Numero degli aggiudicatari;Destinatari del Bando o dell’Avviso;Importo Aggiudicato Totale;Importo Aggiudicato PNRR;Importo Aggiudicato Altri Fondi;Data aggiornamento-osservazione bandi
M4C1I1.06.00;Orientamento attivo nella transizione scuola-università;199;D.M. n. 934 del 03/08/22 recante le modalità attuative di concerto con il Ministero dell'Istruzione, inclusi gli atti amministrativi da adottare e l'iter procedurale da seguire, al fine dell’erogazione dei corsi di orientamento e di transizione scuola-università nonché le modalità di erogazione delle risorse destinate alle Istituzioni coinvolte.;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;250000000;0;29/09/2022;;;In Corso;www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-934-del-03-08-2022;158;191565;47891250;144;"Studenti Scuole Superiori (corsi di orientamento)
Scuole superiori e Università(accordi corsi)";47332500;47332500;0;30/12/2022
M4C1I3.04.00;Didattica e competenze universitarie avanzate;114;Pubblicazione del D.M. 9 aprile 2022, n. 351. Riparto di 2.500 borse di durata triennale per la frequenza di percorsi di dottorato in programmi dedicati alle transizioni digitali e ambientali, PNRR, per la PA e per il patrimonio culturale.;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;6000000;0;09/04/2022;30/12/2022;;Chiuso;www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n351-del-09-04-2022;0;90;0;70;"Università, statali e non statali, incluse le università telematiche, e gli istituti 
universitari a ordinamento speciale;
Enti Pubblici di Ricerca,; Imprese";5400000;5400000;0;22/09/2022
M4C1I4.01.00;Estensione del numero di dottorati di ricerca e dottorati innovativi orientati alla ricerca, per la Pubblica Amministrazione e il patrimonio culturale;113;Pubblicazione D.M. 9 aprile 2022, n. 351. Riparto di 2.500 borse di durata triennale per la frequenza di percorsi di dottorato in programmi dedicati alle transizioni digitali e ambientali, PNRR, per la PA e per il patrimonio culturale.;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;144000000;0;09/04/2022;30/12/2022;;Chiuso;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n351-del-09-04-2022#:~:text=Decreto%20Ministeriale%20n.351%20del%2009-04-2022%20Riparto%20di%202.500,di%20dottorato%20in%20programmi%20specificamente%20dedicati%20e%20declinati;1054;2133;0;1048;"Università, statali e non statali, incluse le università telematiche, e gli istituti 
universitari a ordinamento speciale;
Enti Pubblici di Ricerca vigilati dal MUR; Imprese";127980000;127980000;0;22/09/2022
M4C1R1.07.00;Riforma della legislazione sugli alloggi per studenti e investimenti negli alloggi per studenti;173;Avviso pubblico per l’accesso al cofinanziamento di interventi volti all’acquisizione della disponibilità di posti letto per studenti universitari ai sensi dell’art. 1, comma 4-ter, l. 14 novembre 2000, n. 338, come inserito dall’art. 39 del d.l. 115/2022 - Decreto Ministeriale n. 1046 del 26 agosto 2022;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;300000000;100000000;29/08/2022;06/10/2022;;Chiuso;www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-1046-del-26-8-2022;39;;226398319,1;46;Organismi regionali e delle Province autonome per il diritto allo studio, le università statali e non statali, AFAM, gli altri soggetti pubblici e privati, collegi e consorzi universitari, cooperative e organizzazioni di studenti senza fini di lucro;238197236;150035535,6;88161700,37;19/01/2023
M4C1R1.07.00;Riforma della legislazione sugli alloggi per studenti e investimenti negli alloggi per studenti;216;Nuovo avviso pubblico per l’accesso al cofinanziamento di interventi volti all’acquisizione della disponibilità di posti letto per studenti universitari ai sensi dell’art. 1, comma 4-ter, l. 14 novembre 2000, n. 338;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;149964464,4;0;05/12/2022;;;In Corso;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-1252-del-02-12-2022;40;0;182300000;35;"Organismi regionali e delle Province autonome di Trento e di Bolzano di gestione per il diritto allo studio universitario; università statali e non legalmente riconosciute ad esclusione delle università
telematiche; AFAM; altri soggetti";227437963,2;135589409,4;91848553,81;14/02/2023
M4C2I1.01.00;Fondo per il Programma Nazionale Ricerca (PNR) e progetti di Ricerca di Significativo Interesse Nazionale (PRIN);85;"Programma PRIN - Bando 2022 (Progetti di ricerca di Rilevante Interesse Nazionale)
D.D. n. 104 del 2 febbraio 2022";;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;550000000;191814509,2;07/02/2022;31/03/2022;;Chiuso;https://www.mur.gov.it/it/atti-e-normativa/decreto-direttoriale-n-104-del-02-02-2022;0;0;0;0;Unità Operativa, l’insieme dei professori/ricercatori costituenti il gruppo di ricerca guidato dal responsabile locale, con autonomia amministrativa nell’ambito del progetto;0;0;0;18/10/2022
M4C2I1.01.00;Fondo per il Programma Nazionale Ricerca (PNR) e progetti di Ricerca di Significativo Interesse Nazionale (PRIN);189;Programma PRIN (Progetti di ricerca di Rilevante Interesse Nazionale) - Secondo Bando PNRR 2022 - D.D. n. 1409 del 14-09-2022;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;420000000;0;14/09/2022;30/11/2022;;Chiuso;https://www.mur.gov.it/it/atti-e-normativa/decreto-direttoriale-n-1409-del-14-9-2022;0;0;0;0;Unità Operativa, l’insieme dei professori/ricercatori costituenti il gruppo di ricerca guidato dal responsabile locale, con autonomia amministrativa nell’ambito del progetto;0;0;0;24/01/2023
M4C2I1.02.00;Finanziamento di progetti presentati da giovani ricercatori;165;"Avviso pubblico per sostenere le attività di ricerca di giovani ricercatori - D.D. n. 247 del 19 agosto 2022. 
Rettifica di alcuni criteri di ammissibilità e proroga dei termini per la presentazione delle candidature - D.D. 367 del 7 ottobre 2022.";;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;220000000;0;19/08/2022;25/10/2022;;Chiuso;https://www.mur.gov.it/sites/default/files/2022-08/Avviso%20n.%20247%20del%2019-08-2022.pdf;290;290;57545007,67;262;Giovani ricercatori (ricercatore di qualsiasi nazionalità con 2-7 anni di esperienza dal completamento del dottorato di ricerca);54663965,51;54663965,51;0;19/01/2023
M4C2I1.03.00;Partenariati estesi a università, centri di ricerca, imprese e finanziamento progetti di ricerca di base;112;"Avviso pubblico per la presentazione di Proposte di intervento per la creazione di “Partenariati estesi alle università, ai centri di ricerca, alle aziende per il finanziamento di progetti di ricerca di base”.
D.D. n. 341 del 15-03-2022";;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;1610000000;0;06/04/2022;13/05/2022;;Chiuso;https://www.mur.gov.it/it/atti-e-normativa/avviso-n-341-del-15-03-2022;24;0;3642776911;14;Università, centri di ricerca, imprese;1653697817;1609995611;43702205,62;22/09/2022
M4C2I1.04.00;"Potenziamento strutture di ricerca e creazione di ""campioni nazionali di R&S"" su alcune Key Enabling Technologies";55;"D.D. 3138 del 16 dicembre 2021
Avviso pubblico per la presentazione di Proposte di intervento per il Potenziamento di strutture di ricerca e creazione di “campioni nazionali” di R&S su alcune Key Enabling Technologies da finanziare nell’ambito del Piano Nazionale di Ripresa e Resilienza, Missione 4 Componente 2 Investimento 1.4 “Potenziamento strutture di ricerca e creazione di ""campioni nazionali di R&S"" su alcune Key Enabling Technologies” finanziato dall’Unione europea – NextGenerationEU.";;MIN AFFARI ESTERI E COOPERAZ INT;96446770586;N/A;1600000000;0;17/01/2022;15/02/2022;;Chiuso;https://www.mur.gov.it/it/atti-e-normativa/decreto-direttoriale-n3138-del-16-12-2021;5;251;2043091342;5;Università statali e non statali, Enti Pubblici di Ricerca vigilati dal MUR, altri Enti Pubblici di Ricerca ed altri soggetti pubblici o privati;1714749601;1599994435;114755166,6;26/05/2022
M4C2I1.05.00;"Creazione e rafforzamento di ""ecosistemi dell'innovazione"", costruzione di ""leader territoriali di R&S""";56;"D.D. n. 3277 del 30 dicembre 2021
Avviso pubblico per la presentazione di Proposte di intervento per la creazione e il
rafforzamento di ""ecosistemi dell'innovazione"", costruzione di ""leader territoriali di R&S"" – Ecosistemi dell’Innovazione – nell’ambito del Piano Nazionale di Ripresa e Resilienza, Missione 4 Istruzione e ricerca – Componente 2 Dalla ricerca all’impresa – Investimento 1.5, finanziato dall’Unione Europea - NextGenerationEU";;MINISTERO DELL'INTERNO;96446770586;N/A;1300000000;0;24/01/2022;24/02/2022;;Chiuso;https://www.mur.gov.it/it/atti-e-normativa/avviso-n-3277-del-30-12-2021;15;417;2012326538;11;"Università statali e non statali ed Enti Pubblici
di Ricerca vigilati dal MUR e non, Enti pubblici territoriali e altri soggetti pubblici o privati.";1324617054;1242800752;81816302;26/05/2022
M4C2I2.01.00;IPCEI;214;"AVVISO PUBBLICO PER LA TRASMISSIONE DELLE ISTANZE DI FINANZIAMENTO DELLE 
ATTIVITÀ AMMISSIBILI AL FONDO IPCEI PER LA REALIZZAZIONE DELL’IMPORTANTE 
PROGETTO DI COMUNE INTERESSE EUROPEO NEL SETTORE DELLE TECNOLOGIE 
DELL’IDROGENO (c.d. IPCEI H2 TECHNOLOGY o IPCEI IDROGENO 1)";;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;450000000;;28/11/2022;30/01/2023;;Chiuso;https://www.mise.gov.it/images/stories/DECRETO_di_attivazione_IPCEI_H2_Tech_-_13ott2022_signed.pdf;;;;;Imprese;;;;28/11/2022
M4C2I2.01.00;IPCEI;233;IPCEI Idrogeno 2 (H2 Industry);;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;350000000;;22/12/2022;23/02/2023;;In corso;https://www.mise.gov.it/it/normativa/decreti-direttoriali/decreto-direttoriale-19-dicembre-2022-ipcei-idrogeno-2-h2-industry-termini-e-modalita-di-attuazione-dellintervento-agevolativo;;;;;imprese e organismi di ricerca;;;;22/12/2022
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;123;KTD (Key Digital Technologies) JU (già Excel JU) - Partenariato europeo pubblico-privato per l'innovazione in materia di componenti e sistemi elettronici, necessaria a garantire la competitività dell'Europa nell'economia digitale e ad aumentarne il grado di autonomia;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;10000000;;29/04/2022;16/05/2022;;Aggiudicato;"https://www.kdt-ju.europa.eu/documents?data=refresh&f%5B0%5D=document_category_2%3A54; https://www.kdt-ju.europa.eu/sites/default/files/2022-01/KDT%20ED%202022.17%20-%20KDT%20JU%20Work%20Programme%202021%20v11%20%2825%20jan%202022%29.pdf

https://www.mise.gov.it/index.php/it/incentivi/impresa/bando-elettronica";;5;10000000;5;Imprese, università, enti di ricerca riuniti in consorzi;8271157,02;8271157,02;;07/10/2022
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;146;"Innovative SMEs
";;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;7000000;;12/07/2022;10/11/2022;;Aggiudicato;https://www.eurekanetwork.org/open-calls/eurostars-funding-programme-2022-call-2;;13;;13;Imprese;3043049;3043049;;14/12/2022
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;188;CETP;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;0;;14/09/2022;20/03/2023;;In corso;https://www.mise.gov.it/index.php/it/pnrr/progetti-pnrr/pnrr-partenariati-per-la-ricerca-e-linnovazione-horizon-europe;;;;;Università, Centri di ricerca, Imprese;;;;24/01/2023
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;200;KKDT JU: iniziativa tecnologica congiunta a sostegno dell’elettronica innovativa;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;20000000;;30/09/2022;10/10/2022;;Aggiudicato;;;5;"	";5;Imprese di qualsiasi dimensione che esercitano attività industriale, commerciale, di trasporto o ausiliare delle precedenti, imprese artigiane, imprese agro-industriali, Università, Centri di Ricerca e Organismi di Ricerca.;7789929,99;7789929,99;;14/12/2022
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;236;CETPartnership Joint Call 2022 ;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;16000000;;17/01/2023;31/01/2023;;Chiuso;https://www.mise.gov.it/it/incentivi/sostegno-alla-transizione-energetica-cetp;;;;;Imprese, Università, Centri di ricerca, Organismi di ricerca;;;;18/01/2023
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;237;IWater4All2022;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;3000000;;17/01/2023;31/01/2023;;Chiuso;https://www.mise.gov.it/it/incentivi/gestione-delle-risorse-idriche-water4all;;;;;Imprese, Università, Centri di ricerca, Organismi di ricerca;;;;18/01/2023
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;238;EuroHPC JU 2022 RISC V ;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;0;;25/01/2023;04/03/2023;;In corso;https://eurohpc-ju.europa.eu/framework-partnership-agreement-fpa-developing-large-scale-european-initiative-high-performance_en;;;;;Imprese, Università, Centri di ricerca, Organismi di ricerca;;;;03/02/2023
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;239;DUT 2022;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;32000000;;27/01/2023;10/02/2023;;Chiuso;https://www.mise.gov.it/it/normativa/decreti-direttoriali/decreto-direttoriale-25-gennaio-2023-dut-2022-presentazione-domande;;;;;Imprese, Università, Centri di ricerca, Organismi di ricerca;;;;30/01/2023
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;240;"EuroHPC 2022 “Centres of Excellence for HPC Applications"" ";;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;4000000;;27/01/2023;10/02/2023;;Chiuso;https://www.mise.gov.it/it/normativa/decreti-direttoriali/decreto-direttoriale-25-gennaio-2023-hpc-centres-of-excellence-2022-presentazione-domande;;;;;Imprese, Università, Centri di ricerca, Organismi di ricerca;;;;30/01/2023
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;241;HPC Centres of Excellence 2022;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;4000000;;27/01/2023;10/02/2023;;Chiuso;https://www.mise.gov.it/it/normativa/decreti-direttoriali/decreto-direttoriale-25-gennaio-2023-hpc-centres-of-excellence-2022-presentazione-domande;;;;;Imprese, Università, Centri di ricerca, Organismi di ricerca;;;;30/01/2023
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;244;KDT JU Calls 2023;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;0;;07/02/2023;03/05/2023;;In corso;https://www.kdt-ju.europa.eu/calls/kdt-ju-calls-2023;;;;;Imprese, Università, Centri di ricerca, Organismi di ricerca;;;;08/02/2023
M4C2I2.02.00;Partenariati per la ricerca e l'innovazione -Orizzonte Europa;245;Innovative SMES - Eurostars 3 CoD 4;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;0;;10/02/2023;13/04/2023;;In corso;https://www.eurekanetwork.org/open-calls/eurostars-funding-programme-2023-call-4;;;;;Imprese, Università, Centri di ricerca, Organismi di ricerca;;;;10/02/2023
M4C2I3.01.00;Fondo per la realizzazione di un sistema integrato di infrastrutture di ricerca e innovazione;60;Avviso per la concessione di finanziamenti destinati alla realizzazione o ammodernamento di Infrastrutture tecnologiche di innovazione;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;500000000;0;26/01/2022;10/03/2022;;Chiuso;https://www.mur.gov.it/sites/default/files/2021-12/Avviso%20n.%203265%20del%2028-12-2021.pdf;25;25;343240845,3;24;"Enti e istituzioni di ricerca vigilati dal MUR; Università e Scuole Superiori a Ordinamento Speciale istituite dal MUR";313412608,7;313412608,7;0;30/08/2022
M4C2I3.01.00;Fondo per la realizzazione di un sistema integrato di infrastrutture di ricerca e innovazione;78;Avviso pubblico per la presentazione di proposte progettuali per “Rafforzamento e creazione di Infrastrutture di Ricerca” da finanziare nell’ambito del PNRR;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;1080000000;0;31/01/2022;28/02/2022;;Chiuso;https://www.mur.gov.it/sites/default/files/2021-12/Avviso%20n.%203264%20del%2028-12-2021.pdf;39;67;1849939410;33;"Enti Pubblici di ricerca di cui all’art. 1 del D.Lgs. n. 218/2016, le Università e le
istituzioni universitarie italiane statali, comunque denominate (ivi comprese le scuole superiori ad ordinamento speciale)";1264657249;1264657249;0;09/06/2022
M4C2I3.03.00;Introduzione di dottorati innovativi che rispondono ai fabbisogni di innovazione delle imprese e promuovono l'assunzione dei ricercatori dalle imprese;116;Avviso pubblico di riparto di 5.000 borse di dottorati innovativi che rispondono ai fabbisogni di innovazione delle imprese e promuovono l'assunzione dei ricercatori dalle imprese - DM n. 352 del 9 aprile 2022;;MIN DELL'UNIVERSITÀ E DELLA RICERCA;96446770586;N/A;150000000;150000000;11/04/2022;31/12/2022;;Chiuso;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n352-del-09-04-2022;533;1709;0;533;"Amministrazioni centrali, le Regioni, le 
provincie autonome di Trento e Bolzano e gli Enti locali attraverso le proprie strutture ovvero avvalendosi di soggetti attuatori esterni individuati nel PNRR";102540000;51270000;51270000;31/12/2022
M5C1I1.02.00;Creazione di imprese femminili;128;ON - Oltre Nuove Imprese a Tasso Zero;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;100000000;;19/05/2022;;;In corso;https://www.invitalia.it/cosa-facciamo/creiamo-nuove-aziende/nuove-imprese-a-tasso-zero;;;;;Individui e imprese;;;;21/09/2022
M5C1I1.02.00;Creazione di imprese femminili;129;Smart&Start;;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;100000000;;19/05/2022;;;In corso;https://www.invitalia.it/cosa-facciamo/creiamo-nuove-aziende/smartstart-italia;;;;;Individui e imprese;;;;21/09/2022
M5C1I1.04.00;Sistema duale;164;AVVISO PER L’AUTORIZZAZIONE E IL FINANZIAMENTO DELL’OFFERTA FORMATIVA DI IeFP Ciclo formativo 2022 – 2026;;MINISTERO DEL LAVORO E POLITICHE SOCIALI;80237250586;N/A;11022618;115087382;03/08/2022;09/08/2022;;Chiuso;https://bandi.regione.piemonte.it/system/files/Allegato%201_Avviso.pdf;;;;;Cittadini, Imprese e liberi professionisti;;;;12/12/2022
M5C1I2.01.00;Servizio civile universale;58;Avviso pubblico di presentazione dei programmi di intervento di servizio civile universale per l’anno 2022;;PCM - DIP POL GIOVAN E SERV CIV UNIVERS;80188230587;N/A;217000000;;25/01/2022;20/05/2022;;Aggiudicato;https://www.politichegiovanili.gov.it/comunicazione/avvisi-e-bandi/servizio-civile/avvisi-di-presentazione-programmi-e-progetti/avviso-presentazione-programmi-scu-sca-scd-2022/;;;;;Enti iscritti all'albo;217000000;217000000;;05/05/2022
M5C1I2.01.00;Servizio civile universale;59;Bando per la selezione di 56.205 operatori volontari da impiegare in progetti afferenti a programmi di intervento di Servizio civile universale da realizzarsi in Italia, all’estero, nei territori delle regioni interessate dal Programma Operativo Nazionale - Iniziativa Occupazione Giovani (PON-IOG “Garanzia Giovani” – Misura 6 bis) nonché a programmi di intervento specifici per la sperimentazione del “Servizio civile digitale”.;;PCM - DIP POL GIOVAN E SERV CIV UNIVERS;80188230587;N/A;0;43433100,01;25/01/2022;09/03/2022;;"Annullato dopo sospensione TAR Lazio 20 maggio 2022:
http://www.agrotecnici.it/comunicati_stampa/Comunicato_Stampa_20-5-2022.pdf";https://www.politichegiovanili.gov.it/comunicazione/avvisi-e-bandi/servizio-civile/bandi-di-selezione-volontari/bando-ordinario-2021;;;;;individui;0;0;;30/08/2022
M5C1I2.01.00;Servizio civile universale;219;"Bando per la selezione di 71.550 operatori volontari da impiegare in progetti afferenti a programmi di intervento di Servizio civile universale da
realizzarsi in Italia e all'estero.";;PCM - DIP POL GIOVAN E SERV CIV UNIVERS;80188230587;N/A;0;;15/12/2022;20/02/2023;;In corso;https://www.politichegiovanili.gov.it/comunicazione/news/2022/12/bando-ordinario-2022/;;;;;Individui;;;;22/12/2022
M5C1I2.01.00;Servizio civile universale;243;Avviso pubblico di presentazione dei programmi di intervento di Servizio civile universale per l’anno 2023;;PCM - DIP POL GIOVAN E SERV CIV UNIVERS;80188230587;N/A;216000000;106581036;30/01/2023;19/05/2023;;In corso;https://www.politichegiovanili.gov.it/comunicazione/news/2023/1/avviso-programmi-2023/;;;;;Enti iscritti all'Albo Unico di Servizio civile universale;;;;13/02/2023
M5C2I1.01.02;Intervento 2) Azioni per una vita autonoma e deistituzionalizzazione per gli anziani;88;Avviso pubblico 1/2022 per la presentazione di Proposte di intervento da parte degli Ambiti Sociali Territoriali - Sostegno alle persone vulnerabili e prevenzione dell’istituzionalizzazione degli anziani non autosufficienti;;MINISTERO DEL LAVORO E POLITICHE SOCIALI;80237250586;N/A;500100000;;01/03/2022;01/04/2022;;Aggiudicato;https://www.lavoro.gov.it/temi-e-priorita/poverta-ed-esclusione-sociale/Documents/DD-5-del-15022022-Avviso-1-2022-PNRR.pdf;1309;925;842031942;925;Ambiti territoriali sociali;487573584;487573584;;23/05/2022
M5C2I1.02.00;Percorsi di autonomia per persone con disabilità;89;Avviso pubblico 1/2022 per la presentazione di Proposte di intervento da parte degli Ambiti Sociali Territoriali - Percorsi di autonomia per persone con disabilità;;MINISTERO DEL LAVORO E POLITICHE SOCIALI;80237250586;N/A;500500000;;01/03/2022;01/04/2022;;Aggiudicato;https://www.lavoro.gov.it/temi-e-priorita/poverta-ed-esclusione-sociale/Documents/DD-5-del-15022022-Avviso-1-2022-PNRR.pdf;605;605;402643526;605;Ambiti territoriali sociali;397776926;397776926;;23/05/2022
M5C2I1.03.00;Housing First (innanzitutto la casa) e stazioni di posta;90;Avviso pubblico 1/2022 per la presentazione di Proposte di intervento da parte degli Ambiti Sociali Territoriali - Housing temporaneo e stazioni di posta;;MINISTERO DEL LAVORO E POLITICHE SOCIALI;80237250586;N/A;450000000;;01/03/2022;01/04/2022;;Aggiudicato;https://www.lavoro.gov.it/temi-e-priorita/poverta-ed-esclusione-sociale/Documents/DD-5-del-15022022-Avviso-1-2022-PNRR.pdf;504;500;420543304;500;Ambiti territoriali sociali;344499971;344499971;;23/05/2022
M5C2I2.01.00;Investimenti in progetti di rigenerazione urbana, volti a ridurre situazioni di emarginazione e degrado sociale;53;Investimenti in progetti di rigenerazione urbana, volti a ridurre situazioni di  emarginazione e degrado sociale rivolti ai Comuni con popolazione superiore a 15.000 abitanti;;MINISTERO DELL'INTERNO;97149560589;N/A;3300000000;;30/12/2021;30/12/2021;;Aggiudicato;"https://dait.interno.gov.it/documenti/decreto_fl_02-04-2021.pdf;

aggiudicazione:
https://dait.interno.gov.it/finanza-locale/documentazione/decreto-4-aprile-2022";2424;2325;4409028117;2325;Comuni;3300000000;3300000000;;25/05/2022
M5C2I3.01.00;Progetto Sport e inclusione sociale;103;Avviso di invito a manifestare interesse per la selezione di proposte di intervento finalizzate al recupero delle aree urbane tramite la realizzazione e l'adeguamento di impianti sportivi  cluster 1-2;;PCM - DIPARTIMENTO PER LO SPORT;80188230587;N/A;538000000;;23/03/2022;22/04/2022;;Aggiudicato;https://www.sport.governo.it/it/pnrr/documentazione/;267;159;620704894,9;153;Comuni;599929137,3;484476452,9;115452684,4;17/02/2023
M5C2I3.01.00;Progetto Sport e inclusione sociale;104;Avviso pubblico di invito a manifestare interesse rivolto ai comuni italiani per la selezione di proposte di intervento volte a favorire la realizzazione o la rigenerazione di impianti su cui sussista un particolare interesse sportivo o agonistico da parte di federazioni sportive - cluster 3;;PCM - DIPARTIMENTO PER LO SPORT;80188230587;N/A;162000000;;23/03/2022;22/04/2022;;Aggiudicato;https://www.sport.governo.it/it/pnrr/documentazione/;323;318;229772422,1;47;Comuni;199187817;183112422,1;16075394,88;17/02/2023
M6C2I2.01.00;Rafforzamento e potenziamento della ricerca biomedica del SSN;122;Avviso pubblico per la presentazione e la selezione di progetti di ricerca e: 1. Proof of concept (PoC) 2. Malattie Rare (MR) 3. Malattie Croniche non Trasmissibili (MCnT) ad alto impatto sui sistemi sanitari e socio-assistenziali: 3.1 Fattori di rischio e prevenzione 3.2 Eziopatogenesi e meccanismi di malattia;;MINISTERO DELLA SALUTE;80242250589;N/A;262070000;;27/04/2022;26/05/2022;;Aggiudicato;https://www.salute.gov.it/portale/ministro/p4_10_1_1_atti_1_1.jsp?lingua=italiano&id=295;300;226;;226;Regioni, province autonome, l’Istituto superiore di sanità (ISS), l’Istituto nazionale per l’assicurazione contro gli infortuni sul lavoro (INAIL), Agenzia nazionale per i servizi sanitari regionali (AGENAS.), Istituti di ricovero e cura a carattere scientifico pubblici e privati (IRCCS), Istituti zooprofilattici sperimentali (IZS).;262070000;262070000;;31/10/2022
