Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice Univoco Sub-misura;Codice CID;Descrizione Sub-misura;Amministrazione Titolare;Codice Indicatore;Descrizione Indicatore;Unità di misura;Stock o Flusso;Anno Ob.;Semestre;Valore Indicatore
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.1;M1C1I1.07.01;M1C1I1.7.1;Servizio Civile Digitale;MITD - MIN INNOV TEC;C10II;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.1;M1C1I1.07.01;M1C1I1.7.1;Servizio Civile Digitale;MITD - MIN INNOV TEC;C10IL;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.1;M1C1I1.07.01;M1C1I1.7.1;Servizio Civile Digitale;MITD - MIN INNOV TEC;C10IM;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.1;M1C1I1.07.01;M1C1I1.7.1;Servizio Civile Digitale;MITD - MIN INNOV TEC;C10IN;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.1;M1C1I1.07.01;M1C1I1.7.1;Servizio Civile Digitale;MITD - MIN INNOV TEC;C14.B;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (NON-BINARIO);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.1;M1C1I1.07.01;M1C1I1.7.1;Servizio Civile Digitale;MITD - MIN INNOV TEC;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.1;M1C1I1.07.01;M1C1I1.7.1;Servizio Civile Digitale;MITD - MIN INNOV TEC;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IA;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IB;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI ETÀ 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IC;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10ID;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IE;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 0-17)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IF;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 18-29)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IG;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IH;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10II;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IL;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IM;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C10IN;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C14.B;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (NON-BINARIO);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.07.02;M1C1I1.7.1;Rete dei servizi di facilitazione digitale;MITD - MIN INNOV TEC;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.1;M1C1I2.01;Portale unico del reclutamento;M1C1I2.1.1;M1C1I2.01.01;M1C1R1.9;Creazione di una piattaforma unica di reclutamento;PCM - Min Pub Amm;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;159663
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.1;M1C1I2.01;Portale unico del reclutamento;M1C1I2.1.2;M1C1I2.01.02;M1C1R1.9;Procedure per l'assunzione di profili tecnici;PCM - Min Pub Amm;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.C;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.D;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.E;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 0-17)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.F;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 18-29)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.G;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.I;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.L;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.M;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.N;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.A;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1I2.02.05;M1C1R1.9;Amministrazione pubblica orientata ai risultati;PCM - Min Pub Amm;C10.B;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.A;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.B;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.C;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.D;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.E;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 0-17)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.F;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 18-29)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.G;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.I;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.L;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.M;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10.N;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10IA;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10IB;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI ETÀ 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10IC;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10ID;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10IE;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 0-17)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10IF;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 18-29)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10IG;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1I2.03.01;M1C1R1.9;Investimenti in istruzione e formazione;PCM - Min Pub Amm;C10IH;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 55<)";Persone;Flusso;2022;I;0
